antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"water_eff_category=High_Water_Eff, rainfall_category=Moderate_Rain, sowing_season=Winter","ph_category=Neutral_Soil, moisture_category=Dry_Soil, yield_level=High_Yield",0.1,0.22,0.046,0.45999999999999996,2.090909090909091,1.0,0.023999999999999997,1.4444444444444444,0.5797101449275361,0.1678832116788321,0.30769230769230765,0.33454545454545453
"water_eff_category=High_Water_Eff, rainfall_category=Moderate_Rain","sowing_season=Winter, yield_level=High_Yield",0.158,0.212,0.07,0.44303797468354433,2.089801767375209,1.0,0.03650400000000001,1.414818181818182,0.6193417034272142,0.23333333333333336,0.29319539934459943,0.3866133269644137
"ph_category=Neutral_Soil, water_eff_category=High_Water_Eff, rainfall_category=Moderate_Rain, moisture_category=Dry_Soil","sowing_season=Winter, yield_level=High_Yield",0.104,0.212,0.046,0.44230769230769235,2.086357039187228,1.0,0.023952,1.4129655172413793,0.5811335403726708,0.17037037037037037,0.2922686450605233,0.329644412191582
"water_eff_category=High_Water_Eff, rainfall_category=Moderate_Rain, moisture_category=Dry_Soil","ph_category=Neutral_Soil, yield_level=High_Yield",0.136,0.254,0.072,0.5294117647058822,2.084298286243631,1.0,0.03745599999999999,1.5852499999999996,0.6021090534979423,0.22641509433962262,0.3691846711875097,0.406438165817508
"temp_category=Moderate_Temp, ndvi_category=Medium_NDVI, water_eff_category=Medium_Water_Eff","sowing_season=Winter, yield_level=High_Yield",0.086,0.212,0.038,0.4418604651162791,2.0842474769635806,1.0,0.019768,1.4118333333333335,0.5691581250719798,0.14615384615384613,0.29170109786329834,0.3105528740675735
"ph_category=Neutral_Soil, water_eff_category=High_Water_Eff, rainfall_category=Moderate_Rain, ndvi_category=Medium_NDVI",yield_level=High_Yield,0.048,0.34,0.034,0.7083333333333334,2.0833333333333335,1.0,0.01768,2.262857142857143,0.546218487394958,0.09604519774011301,0.5580808080808082,0.4041666666666667
"ph_category=Neutral_Soil, water_eff_category=High_Water_Eff, ndvi_category=Medium_NDVI, fertilizer_type=Inorganic",yield_level=High_Yield,0.048,0.34,0.034,0.7083333333333334,2.0833333333333335,1.0,0.01768,2.262857142857143,0.546218487394958,0.09604519774011301,0.5580808080808082,0.4041666666666667
"water_eff_category=High_Water_Eff, temp_category=Moderate_Temp","ph_category=Neutral_Soil, yield_level=High_Yield",0.182,0.254,0.096,0.5274725274725275,2.0766634939863287,1.0,0.049772000000000004,1.5787441860465117,0.6338121434392828,0.28235294117647064,0.36658515746987597,0.45271264168901965
"water_eff_category=High_Water_Eff, moisture_category=Dry_Soil, fertilizer_type=Inorganic","sowing_season=Winter, yield_level=High_Yield",0.1,0.212,0.044,0.43999999999999995,2.0754716981132075,1.0,0.022799999999999997,1.407142857142857,0.5757575757575757,0.16417910447761191,0.28934010152284256,0.3237735849056603
"temp_category=Moderate_Temp, ndvi_category=Medium_NDVI, water_eff_category=Medium_Water_Eff","rainfall_category=Moderate_Rain, yield_level=High_Yield",0.086,0.258,0.046,0.5348837209302326,2.073192716783847,1.0,0.023812,1.5953000000000002,0.5663590524212729,0.15436241610738255,0.3731586535447879,0.35658914728682173
"water_eff_category=High_Water_Eff, rainfall_category=Moderate_Rain","ph_category=Neutral_Soil, moisture_category=Dry_Soil, yield_level=High_Yield",0.158,0.22,0.072,0.45569620253164556,2.0713463751438432,1.0,0.037239999999999995,1.4330232558139535,0.6142781736605964,0.23529411764705882,0.3021746186303148,0.3914844649021864
"water_eff_category=High_Water_Eff, temp_category=Moderate_Temp, ndvi_category=Medium_NDVI","sowing_season=Winter, yield_level=High_Yield",0.082,0.212,0.036,0.4390243902439024,2.0708697653014263,1.0,0.018615999999999997,1.404695652173913,0.5633018639554587,0.13953488372093023,0.28810201807601826,0.30441785549930966
"water_eff_category=High_Water_Eff, temp_category=Moderate_Temp, sowing_season=Winter","ph_category=Neutral_Soil, yield_level=High_Yield",0.118,0.254,0.062,0.5254237288135594,2.0685973575336982,1.0,0.032028,1.5719285714285716,0.5856923414527101,0.2,0.36383877857045493,0.3847591085012679
"ph_category=Neutral_Soil, sowing_season=Winter, ndvi_category=Medium_NDVI, moisture_category=Dry_Soil, water_eff_category=Medium_Water_Eff","rainfall_category=Moderate_Rain, yield_level=High_Yield",0.06,0.258,0.032,0.5333333333333333,2.0671834625322996,1.0,0.01652,1.5899999999999999,0.5492021276595744,0.11188811188811187,0.3710691823899371,0.32868217054263565
"water_eff_category=High_Water_Eff, temp_category=Moderate_Temp, moisture_category=Dry_Soil","ph_category=Neutral_Soil, yield_level=High_Yield",0.168,0.254,0.088,0.5238095238095237,2.0622422197225343,1.0,0.04532799999999999,1.5665999999999998,0.6190996503496503,0.2634730538922155,0.361674964892123,0.4351331083614548
"water_eff_category=High_Water_Eff, rainfall_category=Moderate_Rain, ndvi_category=Medium_NDVI","moisture_category=Dry_Soil, yield_level=High_Yield",0.066,0.294,0.04,0.6060606060606061,2.0614306328592042,1.0,0.020596,1.7921538461538462,0.5512847965738759,0.125,0.4420121898875441,0.3710575139146568
"water_eff_category=High_Water_Eff, rainfall_category=Moderate_Rain, sowing_season=Winter",yield_level=High_Yield,0.1,0.34,0.07,0.7000000000000001,2.058823529411765,1.0,0.036000000000000004,2.2,0.5714285714285714,0.18918918918918917,0.5454545454545456,0.4529411764705883
"ph_category=Neutral_Soil, ndvi_category=Medium_NDVI, water_eff_category=Medium_Water_Eff","rainfall_category=Moderate_Rain, yield_level=High_Yield",0.098,0.258,0.052,0.5306122448979591,2.0566366081316243,1.0,0.026715999999999997,1.5807826086956518,0.569588947637728,0.17105263157894737,0.3674019473018317,0.3660813162474292
"ph_category=Neutral_Soil, rainfall_category=Moderate_Rain, sowing_season=Winter, moisture_category=Dry_Soil, water_eff_category=High_Water_Eff",yield_level=High_Yield,0.066,0.34,0.046,0.6969696969696969,2.0499108734402847,1.0,0.023559999999999998,2.1779999999999995,0.5483660739223536,0.12777777777777777,0.5408631772268135,0.41613190730837785
"water_eff_category=High_Water_Eff, rainfall_category=Moderate_Rain, irrigation_type=Manual",yield_level=High_Yield,0.046,0.34,0.032,0.6956521739130435,2.046035805626598,1.0,0.01636,2.168571428571428,0.535901467505241,0.09039548022598871,0.538866930171278,0.3948849104859335
"region=East Africa, water_eff_category=High_Water_Eff, moisture_category=Dry_Soil, sowing_season=Winter",yield_level=High_Yield,0.046,0.34,0.032,0.6956521739130435,2.046035805626598,1.0,0.01636,2.168571428571428,0.535901467505241,0.09039548022598871,0.538866930171278,0.3948849104859335
"water_eff_category=High_Water_Eff, rainfall_category=Moderate_Rain, moisture_category=Dry_Soil, temp_category=Moderate_Temp",yield_level=High_Yield,0.092,0.34,0.064,0.6956521739130435,2.046035805626598,1.0,0.03272,2.168571428571428,0.5630506607929515,0.17391304347826084,0.538866930171278,0.44194373401534526
"water_eff_category=High_Water_Eff, rainfall_category=Moderate_Rain, region=Central USA",yield_level=High_Yield,0.046,0.34,0.032,0.6956521739130435,2.046035805626598,1.0,0.01636,2.168571428571428,0.535901467505241,0.09039548022598871,0.538866930171278,0.3948849104859335
"water_eff_category=High_Water_Eff, rainfall_category=Moderate_Rain, sowing_season=Winter, moisture_category=Dry_Soil",yield_level=High_Yield,0.092,0.34,0.064,0.6956521739130435,2.046035805626598,1.0,0.03272,2.168571428571428,0.5630506607929515,0.17391304347826084,0.538866930171278,0.44194373401534526
"ph_category=Neutral_Soil, water_eff_category=High_Water_Eff, fertilizer_type=Inorganic","temp_category=Moderate_Temp, yield_level=High_Yield",0.094,0.208,0.04,0.425531914893617,2.0458265139116203,1.0,0.020448,1.3786666666666667,0.5642384105960265,0.15267175572519084,0.2746615087040619,0.3089198036006547
"fertilizer_type=Organic, temp_category=Moderate_Temp, water_eff_category=Medium_Water_Eff","rainfall_category=Moderate_Rain, yield_level=High_Yield",0.072,0.258,0.038,0.5277777777777778,2.045650301464255,1.0,0.019424,1.571294117647059,0.5508166969147005,0.13013698630136986,0.3635819107517221,0.33753229974160204
"ph_category=Neutral_Soil, water_eff_category=High_Water_Eff, rainfall_category=Moderate_Rain, sowing_season=Winter",yield_level=High_Yield,0.072,0.34,0.05,0.6944444444444445,2.0424836601307192,1.0,0.025520000000000004,2.16,0.55,0.13812154696132595,0.5370370370370372,0.42075163398692816
"ph_category=Neutral_Soil, rainfall_category=Moderate_Rain, ndvi_category=Medium_NDVI, water_eff_category=Medium_Water_Eff, temp_category=Moderate_Temp","moisture_category=Dry_Soil, yield_level=High_Yield",0.05,0.294,0.03,0.6,2.0408163265306123,1.0,0.0153,1.765,0.5368421052631579,0.09554140127388536,0.43342776203966005,0.3510204081632653
"region=East Africa, ph_category=Neutral_Soil, water_eff_category=High_Water_Eff","moisture_category=Dry_Soil, yield_level=High_Yield",0.05,0.294,0.03,0.6,2.0408163265306123,1.0,0.0153,1.765,0.5368421052631579,0.09554140127388536,0.43342776203966005,0.3510204081632653
"ph_category=Neutral_Soil, water_eff_category=High_Water_Eff, rainfall_category=Moderate_Rain, moisture_category=Dry_Soil",yield_level=High_Yield,0.104,0.34,0.072,0.6923076923076923,2.0361990950226243,1.0,0.03663999999999999,2.1449999999999996,0.5679563492063491,0.1935483870967742,0.5337995337995338,0.4520361990950226
"water_eff_category=High_Water_Eff, moisture_category=Dry_Soil, sowing_season=Winter, irrigation_type=Sprinkler",yield_level=High_Yield,0.052,0.34,0.036,0.6923076923076923,2.0361990950226243,1.0,0.018319999999999996,2.1449999999999996,0.5368026254102203,0.10112359550561796,0.5337995337995338,0.39909502262443436
"water_eff_category=High_Water_Eff, temp_category=Moderate_Temp, sowing_season=Winter, ndvi_category=Medium_NDVI",yield_level=High_Yield,0.052,0.34,0.036,0.6923076923076923,2.0361990950226243,1.0,0.018319999999999996,2.1449999999999996,0.5368026254102203,0.10112359550561796,0.5337995337995338,0.39909502262443436
"water_eff_category=High_Water_Eff, rainfall_category=Moderate_Rain, moisture_category=Dry_Soil",yield_level=High_Yield,0.136,0.34,0.094,0.6911764705882353,2.032871972318339,1.0,0.04776,2.137142857142857,0.5880614657210401,0.24607329842931938,0.5320855614973262,0.48382352941176465
"ph_category=Neutral_Soil, sowing_season=Winter, moisture_category=Dry_Soil, water_eff_category=High_Water_Eff, temp_category=Moderate_Temp",yield_level=High_Yield,0.084,0.34,0.058,0.6904761904761905,2.030812324929972,1.0,0.029439999999999997,2.132307692307692,0.5541334136425237,0.15846994535519124,0.5310245310245311,0.4305322128851541
"water_eff_category=High_Water_Eff, rainfall_category=Moderate_Rain, ndvi_category=Medium_NDVI","ph_category=Neutral_Soil, yield_level=High_Yield",0.066,0.254,0.034,0.5151515151515151,2.028155571462658,1.0,0.017236,1.538625,0.5427635722383172,0.11888111888111888,0.35006905516288894,0.3245048914340253
"ph_category=Neutral_Soil, water_eff_category=High_Water_Eff, temp_category=Moderate_Temp, sowing_season=Winter",yield_level=High_Yield,0.09,0.34,0.062,0.6888888888888889,2.026143790849673,1.0,0.0314,2.121428571428571,0.5565402339595887,0.1684782608695652,0.5286195286195287,0.43562091503267975
"ph_category=Neutral_Soil, moisture_category=Dry_Soil, ndvi_category=Medium_NDVI, water_eff_category=Medium_Water_Eff","rainfall_category=Moderate_Rain, yield_level=High_Yield",0.088,0.258,0.046,0.5227272727272727,2.026074700493305,1.0,0.023296,1.5546666666666666,0.555301296720061,0.15333333333333335,0.35677530017152653,0.35051092318534177
"water_eff_category=High_Water_Eff, rainfall_category=Moderate_Rain","moisture_category=Dry_Soil, yield_level=High_Yield",0.158,0.294,0.094,0.5949367088607594,2.0235942478257125,1.0,0.047548,1.7429374999999996,0.6007479658361551,0.26256983240223464,0.4262559615591494,0.457332300008611
"region=East Africa, water_eff_category=High_Water_Eff, moisture_category=Dry_Soil",yield_level=High_Yield,0.064,0.34,0.044,0.6875,2.0220588235294117,1.0,0.022239999999999996,2.1119999999999997,0.54001554001554,0.1222222222222222,0.5265151515151515,0.40845588235294117
"water_eff_category=High_Water_Eff, temp_category=Moderate_Temp","sowing_season=Winter, yield_level=High_Yield",0.182,0.212,0.078,0.4285714285714286,2.0215633423180597,1.0,0.039416,1.3790000000000002,0.6177669111654441,0.2468354430379747,0.274836838288615,0.3982479784366577
"ph_category=Neutral_Soil, water_eff_category=High_Water_Eff, irrigation_type=Sprinkler","moisture_category=Dry_Soil, yield_level=High_Yield",0.064,0.294,0.038,0.59375,2.0195578231292517,1.0,0.019184,1.7378461538461538,0.53936122357175,0.11875,0.4245750708215298,0.36150085034013607
"water_eff_category=High_Water_Eff, temp_category=Moderate_Temp, sowing_season=Winter","moisture_category=Dry_Soil, yield_level=High_Yield",0.118,0.294,0.07,0.5932203389830509,2.017756255044391,1.0,0.03530800000000001,1.7355833333333337,0.5718820861678007,0.20467836257309946,0.42382484275219684,0.41565778853914453
"water_eff_category=High_Water_Eff, rainfall_category=Moderate_Rain",yield_level=High_Yield,0.158,0.34,0.108,0.6835443037974683,2.0104244229337302,1.0,0.054279999999999995,2.0855999999999995,0.596903316618281,0.2769230769230769,0.5205216724204066,0.5005956813104988
"sowing_season=Winter, ndvi_category=Medium_NDVI, moisture_category=Dry_Soil, water_eff_category=High_Water_Eff, temp_category=Moderate_Temp",yield_level=High_Yield,0.044,0.34,0.03,0.6818181818181819,2.0053475935828877,1.0,0.01504,2.0742857142857143,0.5244072524407253,0.0847457627118644,0.5179063360881544,0.3850267379679145
"sowing_season=Spring, water_eff_category=High_Water_Eff, rainfall_category=Moderate_Rain, moisture_category=Dry_Soil",yield_level=High_Yield,0.044,0.34,0.03,0.6818181818181819,2.0053475935828877,1.0,0.01504,2.0742857142857143,0.5244072524407253,0.0847457627118644,0.5179063360881544,0.3850267379679145
"region=East Africa, water_eff_category=High_Water_Eff","ph_category=Neutral_Soil, moisture_category=Dry_Soil, yield_level=High_Yield",0.068,0.22,0.03,0.4411764705882352,2.0053475935828873,1.0,0.015039999999999998,1.3957894736842105,0.5379113018597996,0.11627906976744186,0.2835595776772246,0.28877005347593576
"temp_category=Hot, moisture_category=Dry_Soil, water_eff_category=Medium_Water_Eff","rainfall_category=Moderate_Rain, yield_level=High_Yield",0.058,0.258,0.03,0.5172413793103448,2.0048115477145143,1.0,0.015035999999999997,1.5369999999999997,0.5320594479830149,0.10489510489510488,0.34938191281717623,0.3167602245388933
"ph_category=Neutral_Soil, water_eff_category=Medium_Water_Eff, moisture_category=Dry_Soil, fertilizer_type=Mixed","rainfall_category=Moderate_Rain, yield_level=High_Yield",0.058,0.258,0.03,0.5172413793103448,2.0048115477145143,1.0,0.015035999999999997,1.5369999999999997,0.5320594479830149,0.10489510489510488,0.34938191281717623,0.3167602245388933
"ph_category=Neutral_Soil, water_eff_category=High_Water_Eff, fertilizer_type=Inorganic",yield_level=High_Yield,0.094,0.34,0.064,0.6808510638297872,2.0025031289111386,1.0,0.03204,2.0679999999999996,0.5525662251655629,0.17297297297297295,0.5164410058027079,0.43454317897371714
"fertilizer_type=Organic, temp_category=Moderate_Temp, water_eff_category=Medium_Water_Eff","rainfall_category=Moderate_Rain, moisture_category=Dry_Soil, yield_level=High_Yield",0.072,0.222,0.032,0.4444444444444445,2.002002002002002,1.0,0.016016000000000002,1.4004,0.5393318965517242,0.12213740458015267,0.28591830905455584,0.2942942942942943
"region=East Africa, water_eff_category=Medium_Water_Eff","rainfall_category=Moderate_Rain, moisture_category=Dry_Soil, yield_level=High_Yield",0.072,0.222,0.032,0.4444444444444445,2.002002002002002,1.0,0.016016000000000002,1.4004,0.5393318965517242,0.12213740458015267,0.28591830905455584,0.2942942942942943
"fertilizer_type=Organic, temp_category=Moderate_Temp, moisture_category=Dry_Soil, water_eff_category=Medium_Water_Eff","rainfall_category=Moderate_Rain, yield_level=High_Yield",0.062,0.258,0.032,0.5161290322580645,2.0005001250312575,1.0,0.016004,1.5334666666666665,0.5331823027718551,0.1111111111111111,0.347882792800626,0.32008002000500124
"ph_category=Neutral_Soil, sowing_season=Winter, ndvi_category=Medium_NDVI, water_eff_category=Medium_Water_Eff","rainfall_category=Moderate_Rain, yield_level=High_Yield",0.066,0.258,0.034,0.5151515151515151,1.9967112990368803,1.0,0.016972,1.530375,0.5344501826426502,0.11724137931034483,0.34656538430123335,0.32346723044397463
"water_eff_category=High_Water_Eff, temp_category=Moderate_Temp, ndvi_category=Medium_NDVI","ph_category=Neutral_Soil, moisture_category=Dry_Soil, yield_level=High_Yield",0.082,0.22,0.036,0.4390243902439024,1.9955654101995564,1.0,0.017959999999999997,1.3904347826086956,0.5434519486807068,0.13533834586466165,0.2808005003126954,0.301330376940133
"ph_category=Neutral_Soil, water_eff_category=High_Water_Eff, temp_category=Moderate_Temp","moisture_category=Dry_Soil, yield_level=High_Yield",0.15,0.294,0.088,0.5866666666666667,1.99546485260771,1.0,0.0439,1.7080645161290322,0.5868983957219253,0.24719101123595505,0.41454202077431546,0.44299319727891157
"ph_category=Neutral_Soil, water_eff_category=High_Water_Eff, rainfall_category=Moderate_Rain",yield_level=High_Yield,0.124,0.34,0.084,0.6774193548387097,1.9924098671726755,1.0,0.04184,2.0460000000000003,0.5686018699717329,0.2210526315789474,0.5112414467253178,0.46223908918406076
"water_eff_category=Medium_Water_Eff, moisture_category=Dry_Soil, fertilizer_type=Mixed","rainfall_category=Moderate_Rain, yield_level=High_Yield",0.074,0.258,0.038,0.5135135135135135,1.9903624554787345,1.0,0.018908,1.525222222222222,0.5373422757758326,0.12925170068027209,0.3443578349238726,0.3304001676094699
"temp_category=Moderate_Temp, moisture_category=Dry_Soil, ndvi_category=Medium_NDVI, water_eff_category=Medium_Water_Eff","rainfall_category=Moderate_Rain, yield_level=High_Yield",0.078,0.258,0.04,0.5128205128205129,1.9876764062810577,1.0,0.019876,1.5230526315789477,0.5389370932754881,0.13513513513513511,0.3434238717257586,0.33392963625521765
"ph_category=Neutral_Soil, crop_type=Soybean, water_eff_category=Medium_Water_Eff","rainfall_category=Moderate_Rain, moisture_category=Dry_Soil, yield_level=High_Yield",0.068,0.222,0.03,0.4411764705882352,1.9872813990461047,1.0,0.014903999999999997,1.3922105263157896,0.5330472103004291,0.11538461538461538,0.28171782851958255,0.2881558028616852
"ph_category=Neutral_Soil, water_eff_category=Medium_Water_Eff, fertilizer_type=Mixed","rainfall_category=Moderate_Rain, moisture_category=Dry_Soil, yield_level=High_Yield",0.068,0.222,0.03,0.4411764705882352,1.9872813990461047,1.0,0.014903999999999997,1.3922105263157896,0.5330472103004291,0.11538461538461538,0.28171782851958255,0.2881558028616852
"temp_category=Hot, water_eff_category=Medium_Water_Eff","rainfall_category=Moderate_Rain, moisture_category=Dry_Soil, yield_level=High_Yield",0.068,0.222,0.03,0.4411764705882352,1.9872813990461047,1.0,0.014903999999999997,1.3922105263157896,0.5330472103004291,0.11538461538461538,0.28171782851958255,0.2881558028616852
"rainfall_category=Moderate_Rain, ndvi_category=Medium_NDVI, moisture_category=Dry_Soil, water_eff_category=Medium_Water_Eff, temp_category=Moderate_Temp","sowing_season=Winter, yield_level=High_Yield",0.076,0.212,0.032,0.4210526315789474,1.98609731876862,1.0,0.015888000000000003,1.3610909090909091,0.5373376623376624,0.125,0.265295217739781,0.28599801390268126
"ph_category=Neutral_Soil, water_eff_category=High_Water_Eff, rainfall_category=Moderate_Rain","moisture_category=Dry_Soil, yield_level=High_Yield",0.124,0.294,0.072,0.5806451612903225,1.9749835418038182,1.0,0.035544,1.6835384615384612,0.5635464231354643,0.20809248554913296,0.40601297633190164,0.412771560236998
"ph_category=Neutral_Soil, water_eff_category=High_Water_Eff, temp_category=Moderate_Temp, ndvi_category=Medium_NDVI","moisture_category=Dry_Soil, yield_level=High_Yield",0.062,0.294,0.036,0.5806451612903225,1.9749835418038182,1.0,0.017772,1.6835384615384612,0.5262970859985786,0.11249999999999999,0.40601297633190164,0.35154707044107963
"water_eff_category=High_Water_Eff, sowing_season=Spring, moisture_category=Dry_Soil, temp_category=Moderate_Temp","ph_category=Neutral_Soil, yield_level=High_Yield",0.06,0.254,0.03,0.5,1.968503937007874,1.0,0.014759999999999999,1.492,0.523404255319149,0.10563380281690139,0.3297587131367292,0.3090551181102362
"water_eff_category=High_Water_Eff, rainfall_category=Moderate_Rain, sowing_season=Winter, moisture_category=Dry_Soil","ph_category=Neutral_Soil, yield_level=High_Yield",0.092,0.254,0.046,0.5,1.968503937007874,1.0,0.022632,1.492,0.5418502202643172,0.15333333333333335,0.3297587131367292,0.3405511811023622
"water_eff_category=High_Water_Eff, rainfall_category=Moderate_Rain, sowing_season=Winter","ph_category=Neutral_Soil, yield_level=High_Yield",0.1,0.254,0.05,0.5,1.968503937007874,1.0,0.0246,1.492,0.5466666666666666,0.16447368421052633,0.3297587131367292,0.3484251968503937
"water_eff_category=High_Water_Eff, temp_category=Moderate_Temp, moisture_category=Dry_Soil, ndvi_category=Medium_NDVI","ph_category=Neutral_Soil, yield_level=High_Yield",0.072,0.254,0.036,0.5,1.968503937007874,1.0,0.017712,1.492,0.5301724137931034,0.12413793103448273,0.3297587131367292,0.32086614173228345
"water_eff_category=High_Water_Eff, temp_category=Moderate_Temp, moisture_category=Dry_Soil, ndvi_category=Medium_NDVI","sowing_season=Winter, yield_level=High_Yield",0.072,0.212,0.03,0.4166666666666667,1.9654088050314467,1.0,0.014736,1.350857142857143,0.5293103448275862,0.11811023622047244,0.2597292724196278,0.27908805031446543
"water_eff_category=High_Water_Eff, temp_category=Moderate_Temp, moisture_category=Dry_Soil","sowing_season=Winter, yield_level=High_Yield",0.168,0.212,0.07,0.4166666666666667,1.9654088050314467,1.0,0.034384000000000005,1.350857142857143,0.5903846153846155,0.22580645161290325,0.2597292724196278,0.3734276729559749
"rainfall_category=Low_Rain, ph_category=Neutral_Soil, water_eff_category=High_Water_Eff, ndvi_category=Medium_NDVI","sowing_season=Winter, yield_level=High_Yield",0.072,0.212,0.03,0.4166666666666667,1.9654088050314467,1.0,0.014736,1.350857142857143,0.5293103448275862,0.11811023622047244,0.2597292724196278,0.27908805031446543
"water_eff_category=High_Water_Eff, temp_category=Moderate_Temp, sowing_season=Winter, ndvi_category=Medium_NDVI","moisture_category=Dry_Soil, yield_level=High_Yield",0.052,0.294,0.03,0.576923076923077,1.9623233908948199,1.0,0.014712000000000001,1.6687272727272728,0.5172995780590718,0.0949367088607595,0.4007409021573329,0.3394819466248038
"ph_category=Neutral_Soil, ndvi_category=High_NDVI, temp_category=Moderate_Temp, water_eff_category=High_Water_Eff","moisture_category=Dry_Soil, yield_level=High_Yield",0.052,0.294,0.03,0.576923076923077,1.9623233908948199,1.0,0.014712000000000001,1.6687272727272728,0.5172995780590718,0.0949367088607595,0.4007409021573329,0.3394819466248038
"ph_category=Neutral_Soil, temp_category=Moderate_Temp, ndvi_category=Medium_NDVI, water_eff_category=Medium_Water_Eff","moisture_category=Dry_Soil, yield_level=High_Yield",0.052,0.294,0.03,0.576923076923077,1.9623233908948199,1.0,0.014712000000000001,1.6687272727272728,0.5172995780590718,0.0949367088607595,0.4007409021573329,0.3394819466248038
"ph_category=Neutral_Soil, water_eff_category=High_Water_Eff, irrigation_type=No Irrigation, temp_category=Moderate_Temp",yield_level=High_Yield,0.048,0.34,0.032,0.6666666666666666,1.96078431372549,1.0,0.01568,1.9799999999999995,0.5147058823529412,0.08988764044943821,0.4949494949494949,0.3803921568627451
"water_eff_category=High_Water_Eff, ndvi_category=Medium_NDVI, fertilizer_type=Inorganic",yield_level=High_Yield,0.054,0.34,0.036,0.6666666666666666,1.96078431372549,1.0,0.017639999999999996,1.9799999999999995,0.5179704016913319,0.10055865921787707,0.4949494949494949,0.38627450980392153
"ph_category=Neutral_Soil, water_eff_category=High_Water_Eff, sowing_season=Winter, fertilizer_type=Inorganic",yield_level=High_Yield,0.066,0.34,0.044,0.6666666666666666,1.96078431372549,1.0,0.021559999999999996,1.9799999999999995,0.5246252676659529,0.12154696132596683,0.4949494949494949,0.3980392156862745
"water_eff_category=High_Water_Eff, sowing_season=Winter, irrigation_type=Sprinkler",yield_level=High_Yield,0.054,0.34,0.036,0.6666666666666666,1.96078431372549,1.0,0.017639999999999996,1.9799999999999995,0.5179704016913319,0.10055865921787707,0.4949494949494949,0.38627450980392153
"region=East Africa, water_eff_category=High_Water_Eff, sowing_season=Winter",yield_level=High_Yield,0.048,0.34,0.032,0.6666666666666666,1.96078431372549,1.0,0.01568,1.9799999999999995,0.5147058823529412,0.08988764044943821,0.4949494949494949,0.3803921568627451
"ph_category=Neutral_Soil, water_eff_category=High_Water_Eff, sowing_season=Winter, fertilizer_type=Inorganic","moisture_category=Dry_Soil, yield_level=High_Yield",0.066,0.294,0.038,0.5757575757575757,1.958359101216244,1.0,0.018595999999999998,1.6641428571428567,0.5239490589428604,0.11801242236024845,0.39909005064812425,0.3525046382189239
"ph_category=Neutral_Soil, water_eff_category=High_Water_Eff, temp_category=Moderate_Temp, moisture_category=Dry_Soil","sowing_season=Winter, yield_level=High_Yield",0.14,0.212,0.058,0.41428571428571426,1.954177897574124,1.0,0.02832,1.3453658536585367,0.5677626303127506,0.19727891156462588,0.2567077592458303,0.3439353099730458
"ph_category=Neutral_Soil, water_eff_category=High_Water_Eff, fertilizer_type=Inorganic","moisture_category=Dry_Soil, yield_level=High_Yield",0.094,0.294,0.054,0.5744680851063829,1.9539730785931393,1.0,0.026364000000000002,1.6590999999999996,0.5388766249693402,0.16167664670658682,0.3972635766379362,0.379070777247069
"ph_category=Neutral_Soil, water_eff_category=High_Water_Eff, temp_category=Moderate_Temp","sowing_season=Winter, yield_level=High_Yield",0.15,0.212,0.062,0.41333333333333333,1.949685534591195,1.0,0.030200000000000005,1.3431818181818183,0.5730550284629983,0.20666666666666667,0.25549915397631134,0.3528930817610063
"water_eff_category=High_Water_Eff, moisture_category=Dry_Soil, ndvi_category=Medium_NDVI","sowing_season=Winter, yield_level=High_Yield",0.126,0.212,0.052,0.4126984126984127,1.946690625935909,1.0,0.025287999999999998,1.3417297297297297,0.5564161239218448,0.18181818181818182,0.2546934171299653,0.32899071578316863
"water_eff_category=High_Water_Eff, temp_category=Moderate_Temp, sowing_season=Winter",yield_level=High_Yield,0.118,0.34,0.078,0.6610169491525424,1.9441674975074774,1.0,0.03788,1.9469999999999998,0.5506134077562649,0.20526315789473684,0.4863893168977915,0.44521435692921235
"ph_category=Neutral_Soil, moisture_category=Dry_Soil, crop_type=Soybean, water_eff_category=Medium_Water_Eff","rainfall_category=Moderate_Rain, yield_level=High_Yield",0.06,0.258,0.03,0.5,1.937984496124031,1.0,0.014519999999999998,1.484,0.5148936170212766,0.10416666666666666,0.32614555256064687,0.3081395348837209
"ph_category=Neutral_Soil, temp_category=Moderate_Temp, sowing_season=Winter, water_eff_category=Medium_Water_Eff","rainfall_category=Moderate_Rain, yield_level=High_Yield",0.076,0.258,0.038,0.5,1.937984496124031,1.0,0.018392,1.484,0.5238095238095238,0.12837837837837834,0.32614555256064687,0.3236434108527132
"ph_category=Neutral_Soil, sowing_season=Winter, moisture_category=Dry_Soil, water_eff_category=Medium_Water_Eff, temp_category=Moderate_Temp","rainfall_category=Moderate_Rain, yield_level=High_Yield",0.064,0.258,0.032,0.5,1.937984496124031,1.0,0.015487999999999998,1.484,0.517094017094017,0.11034482758620688,0.32614555256064687,0.312015503875969
"region=East Africa, moisture_category=Dry_Soil, water_eff_category=Medium_Water_Eff","rainfall_category=Moderate_Rain, yield_level=High_Yield",0.064,0.258,0.032,0.5,1.937984496124031,1.0,0.015487999999999998,1.484,0.517094017094017,0.11034482758620688,0.32614555256064687,0.312015503875969
