farm_id,region,crop_type,soil_moisture_%,soil_pH,temperature_C,rainfall_mm,humidity_%,sunlight_hours,irrigation_type,fertilizer_type,pesticide_usage_ml,sowing_date,harvest_date,total_days,yield_kg_per_hectare,sensor_id,timestamp,latitude,longitude,NDVI_index,crop_disease_status,sowing_month,harvest_month,price_per_kg_EUR,revenue_per_hectare_EUR,yield_per_day,water_efficiency,pesticide_efficiency,heat_stress,drought_stress,growing_conditions_score,sowing_season,country
FARM0810,North India,Soybean,16.28,6.91,29.08,719.51,62.76,8.01,Center Pivot,Biofertilizer,42.68,2024-03-24,2024-09-18,178,1500.0,SENS0810,2024-05-24,27.651729,76.186892,0.4,Severe,3,9,0.4987852229601519,748.1778344402278,8.426966292134832,2.0818586834325687,34.34065934065934,0,1,52.01111111111111,Spring,India
FARM0811,"Andalusia, Spain",Olives,38.1,7.42,30.19,535.26,66.8,6.93,Flood,Inorganic,23.08,2024-04-12,2024-07-25,104,2931.68,SENS0811,2024-06-04,38.058205,-4.06121,0.39,Mild,4,7,1.5,4397.5199999999995,28.189230769230768,5.46690038414202,121.74750830564784,0,0,52.608333333333334,Spring,Spain
FARM0812,South Africa Cape,Citrus,22.42,5.6,21.66,637.14,41.59,6.54,Center Pivot,Inorganic,8.81,2024-01-24,2024-06-21,149,5449.21,SENS0812,2024-03-31,-34.084481,19.842615,0.66,No Disease,1,6,0.85,4631.8285,36.571879194630874,8.539207697370482,555.4750254841998,0,0,55.605555555555554,Winter,South Africa
FARM0813,Central Thailand,Rice,39.75,5.89,26.53,1517.8,54.33,8.82,Sprinkler,Mixed,49.88,2024-04-22,2024-09-22,153,5868.94,SENS0813,2024-08-14,15.707287,100.818091,0.32,No Disease,4,9,0.45,2641.0229999999997,38.35908496732026,3.864195417434817,115.34866352201257,0,0,66.09166666666665,Spring,Thailand
FARM0814,"Fès-Meknès, Morocco",Cotton,12.18,6.17,22.7,554.22,43.35,9.85,Flood,Biofertilizer,41.76,2024-04-03,2024-08-28,147,2262.86,SENS0814,2024-07-10,34.122631,-4.039926,0.81,Mild,4,8,1.6810423698639896,3803.9635370704277,15.393605442176872,4.075609668239617,52.92001870907391,0,1,65.76666666666665,Spring,Morocco
FARM0815,"Midwest, USA",Barley,18.03,6.44,-2.37,705.4,53.43,4.61,Center Pivot,Organic,12.54,2024-01-26,2024-06-10,136,4537.08,SENS0815,2024-03-27,39.340414,-91.915219,0.39,No Disease,1,6,0.14,635.1912000000001,33.360882352941175,6.42281993204983,335.08714918759233,0,1,0.34166666666666856,Winter,USA
FARM0816,Kenya Highlands,Cotton,30.99,6.15,19.04,994.86,51.63,4.78,Drip,Biofertilizer,16.54,2024-02-21,2024-08-07,168,2094.12,SENS0816,2024-05-03,0.398231,37.935523,0.51,Severe,2,8,1.6810423698639896,3520.3044475795778,12.465,2.10282569839134,119.39110604332953,0,0,59.233333333333334,Winter,Kenya
FARM0817,North India,Barley,21.99,7.23,34.27,402.85,47.75,4.5,Manual,Inorganic,26.8,2024-01-01,2024-04-12,102,2277.82,SENS0817,2024-03-04,26.375389,76.947097,0.48,Mild,1,4,0.14,318.89480000000003,22.33156862745098,5.6402624736907265,81.93597122302158,1,0,38.874999999999986,Winter,India
FARM0818,"Minas Gerais, Brazil",Tomatoes,30.47,6.75,26.13,1404.41,64.39,4.49,No Irrigation,Biofertilizer,25.68,2024-02-15,2024-07-01,137,3332.4,SENS0818,2024-05-30,-17.990488,-45.51998,0.48,Moderate,2,7,1.45,4831.98,24.324087591240875,2.371123017482443,124.90254872563719,0,0,71.93611111111112,Winter,Brazil
FARM0819,South Africa Cape,Barley,30.1,6.83,19.17,690.0,78.85,9.17,Drip,Mixed,19.12,2024-03-01,2024-07-30,151,5896.48,SENS0819,2024-04-10,-34.414532,18.837215,0.62,No Disease,3,7,0.14,825.5072,39.049536423841054,8.533256150506512,293.065606361829,0,0,62.14722222222222,Spring,South Africa
FARM0820,"Marrakech-Safi, Morocco",Tomatoes,27.13,6.98,25.43,189.03,64.63,6.9,Manual,Biofertilizer,42.72,2024-02-12,2024-06-20,129,3098.86,SENS0820,2024-05-18,32.484177,-7.720961,0.52,Moderate,2,6,1.45,4493.347,24.02217054263566,16.30721465031837,70.87968892955169,0,0,68.99722222222222,Winter,Morocco
FARM0821,"California, USA",Cotton,14.41,5.89,21.35,657.47,87.57,5.05,No Irrigation,Mixed,30.55,2024-01-15,2024-07-12,179,1759.86,SENS0821,2024-02-19,35.830622,-121.022951,0.65,No Disease,1,7,1.6810423698639896,2958.3992250288406,9.831620111731842,2.672650234634835,55.78003169572107,0,1,54.96388888888889,Winter,USA
FARM0822,"Shandong, China",Wheat,33.16,5.78,17.69,648.87,68.54,5.11,Center Pivot,Organic,17.54,2024-01-28,2024-06-09,133,2553.81,SENS0822,2024-03-19,36.756608,116.608787,0.43,Mild,1,6,0.23162925759013286,591.5371143262572,19.20157894736842,3.929724406419745,137.74595469255664,0,0,48.897222222222226,Winter,China
FARM0823,"Queensland, Australia",Soybean,29.99,5.79,33.54,1175.94,58.73,8.79,Manual,Biofertilizer,21.53,2024-02-18,2024-06-07,110,1577.31,SENS0823,2024-04-17,-21.220023,147.285661,0.35,Severe,2,6,0.4987852229601519,786.7389200272771,14.339181818181817,1.3401787686713,70.00932090545938,1,0,42.22777777777778,Winter,Australia
FARM0824,"Shandong, China",Maize,17.72,5.94,5.6,769.11,83.7,5.5,No Irrigation,Biofertilizer,16.85,2024-02-21,2024-08-13,174,2040.21,SENS0824,2024-06-08,37.457923,120.571485,0.3,No Disease,2,8,0.22661864363728726,462.34962293522983,11.725344827586207,2.6492449130643676,114.29747899159663,0,1,9.511111111111116,Winter,China
FARM0825,"Java, Indonesia",Soybean,26.88,6.2,31.5,1728.07,64.31,9.52,Center Pivot,Inorganic,6.8,2024-04-13,2024-07-12,90,2708.47,SENS0825,2024-06-30,-6.41481,111.018631,0.47,No Disease,4,7,0.4987852229601519,1350.9448128308825,30.094111111111108,1.566431665577449,347.23974358974357,0,0,55.43333333333334,Spring,Indonesia
FARM0826,South Africa Cape,Wheat,36.62,5.81,19.36,586.52,64.36,6.58,Sprinkler,Mixed,31.86,2024-01-26,2024-07-02,158,5331.69,SENS0826,2024-04-23,-34.14278,19.816869,0.9,No Disease,1,7,0.23162925759013286,1234.9753964007355,33.744873417721514,9.074908088235293,162.25471698113208,0,0,67.24444444444444,Winter,South Africa
FARM0827,"Marrakech-Safi, Morocco",Tomatoes,17.16,6.18,21.41,156.09,65.53,7.69,Manual,Biofertilizer,45.98,2024-04-17,2024-10-05,171,1752.55,SENS0827,2024-07-31,31.596799,-7.844894,0.61,Mild,4,10,1.45,2541.1974999999998,10.248830409356724,11.156343497358202,37.304171988080036,0,1,60.474999999999994,Spring,Morocco
FARM0828,"Marrakech-Safi, Morocco",Olives,39.37,5.82,29.02,237.64,41.25,6.69,Center Pivot,Mixed,15.69,2024-04-20,2024-08-10,112,2694.12,SENS0828,2024-05-30,31.075365,-9.430177,0.33,Severe,4,8,1.5,4041.18,24.054642857142856,11.289473684210526,161.4212103055722,0,0,58.738888888888894,Spring,Morocco
FARM0829,Kenya Highlands,Cotton,32.84,7.1,16.5,921.45,77.54,4.75,Drip,Inorganic,39.77,2024-01-08,2024-05-16,129,3937.2,SENS0829,2024-02-25,-1.221018,37.216639,0.44,No Disease,1,5,1.6810423698639896,6618.600018628499,30.52093023255814,4.268198818364138,96.5710080941869,0,0,47.994444444444454,Winter,Kenya
FARM0830,"Midwest, USA",Barley,10.67,7.15,9.33,633.08,66.24,8.65,No Irrigation,Inorganic,15.55,2024-02-19,2024-07-07,139,1500.0,SENS0830,2024-05-27,41.263126,-87.566842,0.51,Mild,2,7,0.14,210.00000000000003,10.79136690647482,2.3656320968962907,90.63444108761328,0,1,18.669444444444437,Winter,USA
FARM0831,South Africa Cape,Tomatoes,31.4,6.86,28.66,506.2,55.88,9.09,No Irrigation,Mixed,47.62,2024-02-18,2024-06-08,111,3911.09,SENS0831,2024-04-28,-33.057762,19.335736,0.83,No Disease,2,6,1.45,5671.0805,35.23504504504505,7.711139589905363,80.4419991772933,0,0,73.04444444444444,Winter,South Africa
FARM0832,Central Thailand,Tomatoes,37.45,6.91,35.56,1006.17,89.51,5.87,Drip,Biofertilizer,20.3,2024-01-28,2024-06-11,135,3064.77,SENS0832,2024-04-16,14.193662,100.063232,0.35,No Disease,1,6,1.45,4443.9165,22.701999999999998,3.0429520339168166,143.88591549295774,1,0,46.322222222222216,Winter,Thailand
FARM0833,North India,Potatoes,16.5,6.25,35.04,954.84,86.43,4.37,No Irrigation,Biofertilizer,9.16,2024-04-14,2024-10-08,177,1500.0,SENS0833,2024-07-09,27.566291,78.807414,0.4,Moderate,4,10,0.25,375.0,8.474576271186441,1.569300301305658,147.63779527559055,1,1,39.9,Spring,India
FARM0834,"California, USA",Wheat,18.63,6.44,21.17,500.91,73.1,8.51,Manual,Organic,38.92,2024-01-26,2024-05-23,118,3767.5,SENS0834,2024-05-03,34.677125,-118.143656,0.65,No Disease,1,5,0.23162925759013286,872.6632279708256,31.927966101694917,7.506325835309119,94.37625250501002,0,1,66.025,Winter,USA
FARM0835,"Tanger-Tétouan, Morocco",Cotton,17.44,6.83,12.89,502.75,60.56,6.41,Drip,Organic,44.81,2024-04-18,2024-09-20,155,3027.77,SENS0835,2024-07-26,35.817408,-5.242952,0.84,No Disease,4,9,1.6810423698639896,5089.809656203091,19.534,6.010461538461539,66.09408426107836,0,1,44.91388888888889,Spring,Morocco
FARM0836,"Shandong, China",Soybean,16.46,6.18,8.69,576.24,61.5,8.99,Flood,Inorganic,10.4,2024-01-25,2024-06-19,146,1500.0,SENS0836,2024-03-08,35.598573,119.837391,0.74,Severe,1,6,0.4987852229601519,748.1778344402278,10.273972602739725,2.598572517497055,131.57894736842104,0,1,31.536111111111104,Winter,China
FARM0837,Nigeria North,Cotton,25.18,5.83,27.4,798.04,45.83,7.28,No Irrigation,Mixed,45.61,2024-03-28,2024-06-30,94,4438.8,SENS0837,2024-06-18,10.863836,9.464098,0.51,No Disease,3,6,1.6810423698639896,7461.810871352277,47.22127659574468,5.555166199439328,95.23278266466424,0,0,59.57222222222222,Spring,Nigeria
FARM0838,"Marrakech-Safi, Morocco",Wheat,33.0,7.3,34.42,263.32,59.98,5.96,Center Pivot,Mixed,5.49,2024-02-07,2024-07-21,165,2811.33,SENS0838,2024-05-25,31.987992,-7.63689,0.8,Moderate,2,7,0.23162925759013286,651.1862807408683,17.038363636363634,10.63608504842615,433.1787365177195,1,0,51.449999999999996,Winter,Morocco
FARM0839,"Nile Delta, Egypt",Cotton,9.14,5.93,26.6,29.5,69.74,8.43,Sprinkler,Organic,6.46,2024-02-26,2024-06-21,116,1500.0,SENS0839,2024-06-03,30.156682,31.442143,0.7,Mild,2,6,1.6810423698639896,2521.5635547959846,12.931034482758621,49.18032786885246,201.07238605898124,0,1,59.07777777777777,Winter,Egypt
FARM0840,"Tanger-Tétouan, Morocco",Citrus,42.84,7.14,21.09,618.54,89.18,5.56,Manual,Mixed,48.64,2024-02-11,2024-08-09,180,2593.41,SENS0840,2024-05-16,35.103265,-5.827476,0.56,Mild,2,8,0.85,2204.3985,14.407833333333333,4.186025115408206,52.24435938759065,0,0,67.35833333333335,Winter,Morocco
FARM0841,South India,Rice,30.06,6.73,33.07,1241.1,68.88,6.16,Drip,Mixed,42.06,2024-02-25,2024-07-16,142,2271.5,SENS0841,2024-04-11,10.402796,74.422122,0.79,Moderate,2,7,0.45,1022.1750000000001,15.996478873239436,1.8287577489735127,52.751973989781696,1,0,62.441666666666656,Winter,India
FARM0842,South Africa Cape,Barley,17.32,5.67,26.11,531.27,63.33,6.89,Sprinkler,Biofertilizer,42.84,2024-02-05,2024-06-15,131,2572.09,SENS0842,2024-05-18,-33.973771,18.72512,0.43,Mild,2,6,0.14,360.09260000000006,19.634274809160306,4.832303154414114,58.66993613138686,0,1,53.763888888888886,Winter,South Africa
FARM0843,"Nile Delta, Egypt",Citrus,10.02,7.37,24.62,56.73,86.69,8.1,Center Pivot,Organic,28.92,2024-04-15,2024-07-23,99,1720.48,SENS0843,2024-07-01,31.212609,32.059059,0.32,No Disease,4,7,0.85,1462.408,17.378585858585858,29.80218257405162,57.50267379679144,0,1,48.11666666666666,Spring,Egypt
FARM0844,"Rabat-Salé-Kénitra, Morocco",Olives,29.68,6.93,24.5,594.23,43.42,6.51,Flood,Organic,10.24,2024-04-16,2024-08-25,131,3826.36,SENS0844,2024-05-27,33.907748,-6.838781,0.67,Moderate,4,8,1.5,5739.54,29.208854961832063,6.4283722258622715,340.423487544484,0,0,74.82222222222222,Spring,Morocco
FARM0845,Nigeria North,Rice,24.11,7.17,28.38,775.33,80.73,7.67,Flood,Biofertilizer,21.81,2024-03-28,2024-07-04,98,1585.97,SENS0845,2024-05-24,11.985333,7.384015,0.45,No Disease,3,7,0.45,713.6865,16.183367346938777,2.042907011193693,69.52959228408594,0,0,55.027777777777786,Spring,Nigeria
FARM0846,"Shandong, China",Barley,12.45,6.29,21.63,763.26,49.09,4.94,Manual,Inorganic,42.23,2024-03-11,2024-07-15,126,2334.54,SENS0846,2024-06-11,35.742142,117.892208,0.33,Mild,3,7,0.14,326.8356,18.528095238095236,3.0546410907282864,54.0027758501041,0,1,53.24166666666667,Spring,China
FARM0847,"Punjab, India",Tomatoes,27.58,6.96,27.83,415.69,87.91,5.32,Center Pivot,Biofertilizer,44.88,2024-01-02,2024-04-13,102,5118.75,SENS0847,2024-03-31,29.920509,76.637991,0.86,No Disease,1,4,1.45,7422.1875,50.18382352941177,12.284312078523604,111.5682214472537,0,0,72.08055555555556,Winter,India
FARM0848,Central Thailand,Soybean,33.57,6.85,28.84,1451.44,76.57,8.95,Sprinkler,Inorganic,11.59,2024-04-01,2024-08-23,144,2184.62,SENS0848,2024-06-08,15.088536,100.759641,0.8,Severe,4,8,0.4987852229601519,1089.656173783207,15.170972222222222,1.5041034397290076,173.52025416997617,0,0,73.21666666666667,Spring,Thailand
FARM0849,"Fès-Meknès, Morocco",Olives,18.79,7.19,20.72,574.52,64.2,7.08,Manual,Organic,18.88,2024-01-21,2024-06-05,136,2970.76,SENS0849,2024-05-13,34.344666,-4.853047,0.64,No Disease,1,6,1.5,4456.14,21.843823529411765,5.161871003614124,149.43460764587527,0,1,54.23888888888888,Winter,Morocco
FARM0850,"Fès-Meknès, Morocco",Cotton,43.8,6.29,12.15,593.51,76.42,6.07,Sprinkler,Biofertilizer,35.2,2024-03-24,2024-09-19,179,3615.44,SENS0850,2024-07-22,33.539269,-5.092002,0.78,Mild,3,9,1.6810423698639896,6077.707825701063,20.197988826815642,6.08137794149804,99.87403314917127,0,0,58.20833333333333,Spring,Morocco
FARM0851,"Marrakech-Safi, Morocco",Barley,10.9,6.71,23.32,348.07,72.98,8.13,Flood,Inorganic,10.42,2024-04-03,2024-07-18,106,1500.0,SENS0851,2024-06-28,31.600318,-7.933404,0.86,Mild,4,7,0.14,210.00000000000003,14.150943396226415,4.2971323803248636,131.34851138353764,0,1,69.85555555555555,Spring,Morocco
FARM0852,"Casablanca-Settat, Morocco",Tomatoes,24.6,5.82,20.22,363.94,48.55,6.51,No Irrigation,Inorganic,39.08,2024-03-27,2024-07-10,105,1500.0,SENS0852,2024-05-25,33.309579,-8.165986,0.84,Mild,3,7,1.45,2175.0,14.285714285714286,4.110264701046748,37.4251497005988,0,0,61.38333333333334,Spring,Morocco
FARM0853,"Provence, France",Tomatoes,31.09,5.83,8.4,664.69,51.69,4.14,Manual,Mixed,42.57,2024-01-04,2024-05-13,130,1642.54,SENS0853,2024-02-20,43.589656,4.750614,0.88,No Disease,1,5,1.45,2381.683,12.634923076923076,2.4674247772987425,37.698875372963045,0,0,36.605555555555554,Winter,France
FARM0854,Kenya Highlands,Maize,36.48,5.58,26.82,1093.74,59.64,4.17,Drip,Inorganic,31.25,2024-01-17,2024-06-27,162,5664.44,SENS0854,2024-03-14,-0.921312,37.736819,0.31,No Disease,1,6,0.22661864363728726,1283.6677097647953,34.965679012345674,5.174233151250525,175.64155038759688,0,0,58.13333333333333,Winter,Kenya
FARM0855,"Nile Delta, Egypt",Cotton,12.68,6.59,29.71,51.81,75.47,5.63,No Irrigation,Inorganic,45.69,2024-04-20,2024-10-14,177,1916.98,SENS0855,2024-06-01,30.459649,30.100645,0.52,No Disease,4,10,1.6810423698639896,3222.5246021818707,10.830395480225988,36.29956447642492,41.0576140501178,0,1,56.769444444444446,Spring,Egypt
FARM0856,"Fès-Meknès, Morocco",Wheat,17.85,5.95,31.14,541.69,80.87,9.58,Manual,Inorganic,9.29,2024-04-12,2024-09-03,144,1651.47,SENS0856,2024-08-02,33.550573,-4.860818,0.57,No Disease,4,9,0.23162925759013286,382.5287700323767,11.468541666666667,3.0431185391291526,160.4927113702624,0,1,49.650000000000006,Spring,Morocco
FARM0857,"Marrakech-Safi, Morocco",Citrus,11.8,6.49,22.22,300.49,62.11,6.01,Drip,Mixed,22.76,2024-03-25,2024-09-19,178,1500.0,SENS0857,2024-07-10,32.306033,-9.33295,0.62,No Disease,3,9,0.85,1275.0,8.426966292134832,4.975289395999867,63.13131313131313,0,1,64.9388888888889,Spring,Morocco
FARM0858,"Midwest, USA",Barley,15.22,6.04,23.13,676.95,58.05,6.45,Sprinkler,Biofertilizer,35.59,2024-03-21,2024-06-25,96,1970.31,SENS0858,2024-05-05,41.287984,-88.556541,0.33,No Disease,3,6,0.14,275.84340000000003,20.5240625,2.9062762740615087,53.848319212899696,0,1,54.363888888888894,Spring,USA
FARM0859,"California, USA",Citrus,19.09,7.27,14.84,584.9,84.78,5.78,Manual,Mixed,15.35,2024-01-17,2024-04-17,91,1723.82,SENS0859,2024-03-23,35.763598,-119.362763,0.55,No Disease,1,4,0.85,1465.2469999999998,18.943076923076923,2.942174432497013,105.43241590214066,0,1,36.12222222222223,Winter,USA
FARM0860,"Bavaria, Germany",Potatoes,23.89,5.81,19.5,1094.61,76.9,6.16,Drip,Organic,35.21,2024-02-25,2024-07-24,150,2077.28,SENS0860,2024-03-27,48.844768,12.978194,0.46,Mild,2,7,0.25,519.32,13.848533333333334,1.8960031398033976,57.36757801712235,0,0,49.52222222222222,Winter,Germany
FARM0861,"Rabat-Salé-Kénitra, Morocco",Wheat,37.78,6.82,29.81,595.46,68.89,9.2,Flood,Mixed,18.02,2024-01-26,2024-06-14,140,2870.09,SENS0861,2024-04-29,34.492582,-6.843798,0.58,Mild,1,6,0.23162925759013286,664.7968159168645,20.500642857142857,4.811873386312578,150.89852786540484,0,0,68.13055555555555,Winter,Morocco
FARM0862,"Punjab, India",Cotton,39.77,5.9,20.57,582.12,86.72,8.13,Flood,Inorganic,42.05,2024-04-03,2024-09-21,171,4091.02,SENS0862,2024-06-11,30.527976,75.282459,0.63,No Disease,4,9,1.6810423698639896,6877.177955960979,23.92409356725146,7.015742900260666,95.0295005807201,0,0,66.76944444444446,Spring,India
FARM0863,"Casablanca-Settat, Morocco",Barley,44.72,6.09,15.68,466.97,50.52,8.59,No Irrigation,Organic,16.39,2024-02-18,2024-06-28,131,2170.23,SENS0863,2024-05-13,32.521061,-7.272429,0.82,No Disease,2,6,0.14,303.83220000000006,16.566641221374045,4.637540868004359,124.79758481886141,0,0,65.21111111111111,Winter,Morocco
FARM0864,Nigeria North,Cotton,21.35,6.85,34.13,923.44,69.71,7.62,No Irrigation,Organic,35.71,2024-01-08,2024-04-18,101,2427.86,SENS0864,2024-03-16,10.377866,11.895758,0.65,Mild,1,4,1.6810423698639896,4081.335528097986,24.03821782178218,2.6263034918437107,66.13620266957233,1,0,49.45277777777778,Winter,Nigeria
FARM0865,"Casablanca-Settat, Morocco",Tomatoes,18.17,6.75,18.85,407.71,77.35,5.31,Center Pivot,Inorganic,7.7,2024-02-04,2024-05-05,91,2063.19,SENS0865,2024-03-15,32.8587,-7.347128,0.38,Moderate,2,5,1.45,2991.6255,22.672417582417584,5.048053632159722,237.148275862069,0,1,50.052777777777784,Winter,Morocco
FARM0866,"California, USA",Olives,26.75,7.36,28.35,404.79,56.6,6.79,Sprinkler,Mixed,5.62,2024-03-06,2024-07-21,137,2230.26,SENS0866,2024-04-20,37.822509,-122.297514,0.35,Moderate,3,7,1.5,3345.3900000000003,16.279270072992702,5.496094038788536,336.8972809667674,0,0,50.90277777777777,Spring,USA
FARM0867,"Punjab, India",Wheat,16.11,6.09,23.64,574.07,73.19,9.79,Manual,Organic,7.27,2024-03-26,2024-08-17,144,2498.19,SENS0867,2024-07-07,29.569631,75.894126,0.83,No Disease,3,8,0.23162925759013286,578.6538950190941,17.348541666666666,4.344149407898168,302.0785973397824,0,1,69.46666666666667,Spring,India
FARM0868,"Nile Delta, Egypt",Citrus,23.59,6.18,16.73,27.19,60.33,4.86,Drip,Biofertilizer,37.16,2024-04-17,2024-08-31,136,2980.31,SENS0868,2024-06-07,30.845879,31.250696,0.48,Moderate,4,8,0.85,2533.2635,21.91404411764706,105.72224192976232,78.10036687631028,0,0,49.09722222222222,Spring,Egypt
FARM0869,"Provence, France",Olives,33.79,7.39,27.01,670.54,54.79,4.01,Center Pivot,Organic,17.24,2024-01-19,2024-07-13,176,5112.07,SENS0869,2024-04-23,44.046749,6.75066,0.43,No Disease,1,7,1.5,7668.105,29.04585227272727,7.612457932513328,280.26699561403507,0,0,59.66388888888889,Winter,France
FARM0870,"Casablanca-Settat, Morocco",Wheat,21.32,6.83,15.28,418.63,67.83,6.06,Manual,Biofertilizer,11.06,2024-02-02,2024-07-01,150,2043.93,SENS0870,2024-03-25,33.323825,-7.609808,0.36,Severe,2,7,0.23162925759013286,473.4339884662003,13.6262,4.870790934871196,169.48009950248755,0,0,41.04444444444444,Winter,Morocco
FARM0871,"Murray-Darling, Australia",Wheat,35.51,7.06,11.1,320.61,45.91,4.0,Sprinkler,Biofertilizer,37.05,2024-04-08,2024-08-17,131,1500.0,SENS0871,2024-06-17,-32.32641,145.198304,0.51,Severe,4,8,0.23162925759013286,347.4438863851993,11.450381679389313,4.6640340785423335,39.42181340341656,0,0,38.394444444444446,Spring,Australia
FARM0872,"Rabat-Salé-Kénitra, Morocco",Wheat,29.8,6.53,27.62,591.53,44.25,7.29,Center Pivot,Organic,22.1,2024-03-04,2024-08-05,154,3275.35,SENS0872,2024-06-08,33.512897,-6.459701,0.66,No Disease,3,8,0.23162925759013286,758.6668888478416,21.268506493506493,5.527736992219803,141.7900432900433,0,0,76.00555555555556,Spring,Morocco
FARM0873,South India,Soybean,33.88,7.47,27.04,735.3,66.59,9.24,Manual,Mixed,49.8,2024-01-15,2024-05-20,126,4724.91,SENS0873,2024-04-12,11.922393,74.759722,0.65,No Disease,1,5,0.4987852229601519,2356.715287816651,37.49928571428571,6.417099008556296,93.01003937007874,0,0,63.80555555555556,Winter,India
FARM0874,"Casablanca-Settat, Morocco",Barley,33.88,6.13,21.85,401.75,46.66,7.79,Center Pivot,Inorganic,10.77,2024-03-19,2024-07-25,128,4463.4,SENS0874,2024-07-02,32.925023,-8.041384,0.65,Mild,3,7,0.14,624.876,34.8703125,11.082309124767225,379.2183517417162,0,0,71.03055555555555,Spring,Morocco
FARM0875,South India,Maize,28.73,6.74,35.97,1299.94,41.28,5.71,No Irrigation,Organic,24.94,2024-02-05,2024-05-05,90,3633.01,SENS0875,2024-03-28,15.604892,80.027777,0.67,No Disease,2,5,0.22661864363728726,823.307798520701,40.36677777777778,2.7926038095530923,140.0543562066307,1,0,51.28611111111111,Winter,India
FARM0876,"Nile Delta, Egypt",Wheat,17.2,6.67,39.09,28.64,44.3,4.34,No Irrigation,Mixed,9.75,2024-03-01,2024-08-22,174,1810.64,SENS0876,2024-06-06,30.294369,30.313874,0.65,No Disease,3,8,0.23162925759013286,419.3971989629982,10.405977011494253,61.08771929824562,168.43162790697676,1,1,37.74722222222221,Spring,Egypt
FARM0877,South India,Soybean,30.05,6.88,35.12,658.21,55.39,7.68,Center Pivot,Mixed,45.41,2024-04-02,2024-07-19,108,3801.18,SENS0877,2024-05-31,11.869926,79.102193,0.79,No Disease,4,7,0.4987852229601519,1895.97241381167,35.19611111111111,5.766265681649246,81.9043309631545,1,0,54.81111111111112,Spring,India
FARM0878,"Java, Indonesia",Tomatoes,36.13,6.9,30.41,2199.27,57.93,9.47,No Irrigation,Organic,5.94,2024-04-23,2024-09-07,137,1500.0,SENS0878,2024-07-26,-6.539557,108.91858,0.49,Mild,4,9,1.45,2175.0,10.94890510948905,0.6817345144005054,216.13832853025934,0,0,62.13055555555555,Spring,Indonesia
FARM0879,"Marrakech-Safi, Morocco",Cotton,23.86,7.01,24.63,285.13,62.71,6.47,Drip,Biofertilizer,47.06,2024-01-19,2024-06-29,162,2214.66,SENS0879,2024-03-05,32.149791,-8.095785,0.45,Mild,1,6,1.6810423698639896,3722.9372948429827,13.67074074074074,7.740048229825604,46.08114856429463,0,0,65.08055555555555,Winter,Morocco
FARM0880,"Souss-Massa, Morocco",Olives,21.88,6.51,22.56,112.41,48.1,7.95,Center Pivot,Mixed,49.9,2024-03-26,2024-08-13,140,3760.81,SENS0880,2024-05-29,30.376815,-8.546017,0.57,No Disease,3,8,1.5,5641.215,26.862928571428572,33.16118508068072,73.88624754420432,0,0,70.13888888888889,Spring,Morocco
FARM0881,"Souss-Massa, Morocco",Barley,23.55,6.82,32.67,182.97,62.1,7.89,Drip,Inorganic,7.77,2024-02-25,2024-08-07,164,4436.75,SENS0881,2024-05-22,30.101056,-9.827281,0.79,No Disease,2,8,0.14,621.1450000000001,27.053353658536587,24.11670381040387,505.90079817559865,1,0,58.324999999999996,Winter,Morocco
FARM0882,"California, USA",Cotton,31.06,6.66,13.79,486.45,60.07,6.03,Sprinkler,Biofertilizer,10.71,2024-01-18,2024-06-01,135,1964.37,SENS0882,2024-03-21,36.919444,-118.204453,0.54,No Disease,1,6,1.6810423698639896,3302.189200089725,14.550888888888888,4.029890245153349,167.7514944491887,0,0,50.06388888888888,Winter,USA
FARM0883,Central Thailand,Rice,36.54,7.24,24.7,1331.42,57.27,8.82,Manual,Organic,29.31,2024-02-26,2024-08-21,177,3837.06,SENS0883,2024-05-07,15.335914,99.917662,0.35,No Disease,2,8,0.45,1726.677,21.678305084745762,2.879767640833971,126.59386341141538,0,0,65.96666666666667,Winter,Thailand
FARM0884,"Fès-Meknès, Morocco",Tomatoes,15.3,6.37,18.82,343.04,69.78,4.48,Flood,Organic,47.28,2024-02-12,2024-07-01,140,1790.0,SENS0884,2024-04-15,34.408019,-4.905531,0.75,Mild,2,7,1.45,2595.5,12.785714285714286,5.2028833856528305,37.07539353769677,0,1,59.63333333333334,Winter,Morocco
FARM0885,"Shandong, China",Maize,39.0,7.07,15.26,752.04,53.85,9.65,Flood,Inorganic,10.6,2024-01-13,2024-06-08,147,4500.72,SENS0885,2024-02-25,37.399535,115.561307,0.83,No Disease,1,6,0.22661864363728726,1019.9470617912116,30.61714285714286,5.97673430362265,387.9931034482759,0,0,58.56666666666666,Winter,China
FARM0886,"Shandong, China",Maize,28.07,6.66,1.29,662.17,86.8,8.03,Sprinkler,Inorganic,26.66,2024-01-01,2024-04-07,97,3990.21,SENS0886,2024-02-25,35.120037,120.054462,0.79,No Disease,1,4,0.22661864363728726,904.25597802794,41.13618556701031,6.016873501515449,144.2592190889371,0,0,23.40277777777778,Winter,China
FARM0887,"Provence, France",Tomatoes,19.81,5.76,10.07,725.75,61.99,7.86,Manual,Organic,22.14,2024-01-19,2024-07-02,165,1963.89,SENS0887,2024-02-26,43.033099,6.956303,0.33,No Disease,1,7,1.45,2847.6405,11.902363636363637,2.7022910216718268,84.86992221261885,0,1,19.59722222222222,Winter,France
