farm_id,region,crop_type,soil_moisture_%,soil_pH,temperature_C,rainfall_mm,humidity_%,sunlight_hours,irrigation_type,fertilizer_type,pesticide_usage_ml,sowing_date,harvest_date,total_days,yield_kg_per_hectare,sensor_id,timestamp,latitude,longitude,NDVI_index,crop_disease_status,sowing_month,harvest_month
FARM0808,"Casablanca-Settat, Morocco",Cotton,17.41,7.49,20.81,358.3,89.06,7.9,No Irrigation,Mixed,41.2,2024-03-27,2024-09-12,169,2319.09,SENS0808,2024-06-20,33.706637,-7.106291,0.73,No Disease,3,9
FARM0809,"Shandong, China",Potatoes,23.06,7.38,21.59,771.01,48.37,7.0,Flood,Inorganic,36.09,2024-02-10,2024-06-20,131,3422.2,SENS0809,2024-04-02,34.686718,118.18335,0.72,Mild,2,6
FARM0810,North India,Soybean,16.28,6.91,29.08,719.51,62.76,8.01,Center Pivot,Biofertilizer,42.68,2024-03-24,2024-09-18,178,1500.0,SENS0810,2024-05-24,27.651729,76.186892,0.4,Severe,3,9
FARM0811,"Andalusia, Spain",Olives,38.1,7.42,30.19,535.26,66.8,6.93,Flood,Inorganic,23.08,2024-04-12,2024-07-25,104,2931.68,SENS0811,2024-06-04,38.058205,-4.06121,0.39,Mild,4,7
FARM0812,South Africa Cape,Citrus,22.42,5.6,21.66,637.14,41.59,6.54,Center Pivot,Inorganic,8.81,2024-01-24,2024-06-21,149,5449.21,SENS0812,2024-03-31,-34.084481,19.842615,0.66,No Disease,1,6
FARM0813,Central Thailand,Rice,39.75,5.89,26.53,1517.8,54.33,8.82,Sprinkler,Mixed,49.88,2024-04-22,2024-09-22,153,5868.94,SENS0813,2024-08-14,15.707287,100.818091,0.32,No Disease,4,9
FARM0814,"Fès-Meknès, Morocco",Cotton,12.18,6.17,22.7,554.22,43.35,9.85,Flood,Biofertilizer,41.76,2024-04-03,2024-08-28,147,2262.86,SENS0814,2024-07-10,34.122631,-4.039926,0.81,Mild,4,8
FARM0815,"Midwest, USA",Barley,18.03,6.44,-2.37,705.4,53.43,4.61,Center Pivot,Organic,12.54,2024-01-26,2024-06-10,136,4537.08,SENS0815,2024-03-27,39.340414,-91.915219,0.39,No Disease,1,6
FARM0816,Kenya Highlands,Cotton,30.99,6.15,19.04,994.86,51.63,4.78,Drip,Biofertilizer,16.54,2024-02-21,2024-08-07,168,2094.12,SENS0816,2024-05-03,0.398231,37.935523,0.51,Severe,2,8
FARM0817,North India,Barley,21.99,7.23,34.27,402.85,47.75,4.5,Manual,Inorganic,26.8,2024-01-01,2024-04-12,102,2277.82,SENS0817,2024-03-04,26.375389,76.947097,0.48,Mild,1,4
FARM0818,"Minas Gerais, Brazil",Tomatoes,30.47,6.75,26.13,1404.41,64.39,4.49,No Irrigation,Biofertilizer,25.68,2024-02-15,2024-07-01,137,3332.4,SENS0818,2024-05-30,-17.990488,-45.51998,0.48,Moderate,2,7
FARM0819,South Africa Cape,Barley,30.1,6.83,19.17,690.0,78.85,9.17,Drip,Mixed,19.12,2024-03-01,2024-07-30,151,5896.48,SENS0819,2024-04-10,-34.414532,18.837215,0.62,No Disease,3,7
FARM0820,"Marrakech-Safi, Morocco",Tomatoes,27.13,6.98,25.43,189.03,64.63,6.9,Manual,Biofertilizer,42.72,2024-02-12,2024-06-20,129,3098.86,SENS0820,2024-05-18,32.484177,-7.720961,0.52,Moderate,2,6
FARM0821,"California, USA",Cotton,14.41,5.89,21.35,657.47,87.57,5.05,No Irrigation,Mixed,30.55,2024-01-15,2024-07-12,179,1759.86,SENS0821,2024-02-19,35.830622,-121.022951,0.65,No Disease,1,7
FARM0822,"Shandong, China",Wheat,33.16,5.78,17.69,648.87,68.54,5.11,Center Pivot,Organic,17.54,2024-01-28,2024-06-09,133,2553.81,SENS0822,2024-03-19,36.756608,116.608787,0.43,Mild,1,6
FARM0823,"Queensland, Australia",Soybean,29.99,5.79,33.54,1175.94,58.73,8.79,Manual,Biofertilizer,21.53,2024-02-18,2024-06-07,110,1577.31,SENS0823,2024-04-17,-21.220023,147.285661,0.35,Severe,2,6
FARM0824,"Shandong, China",Maize,17.72,5.94,5.6,769.11,83.7,5.5,No Irrigation,Biofertilizer,16.85,2024-02-21,2024-08-13,174,2040.21,SENS0824,2024-06-08,37.457923,120.571485,0.3,No Disease,2,8
FARM0825,"Java, Indonesia",Soybean,26.88,6.2,31.5,1728.07,64.31,9.52,Center Pivot,Inorganic,6.8,2024-04-13,2024-07-12,90,2708.47,SENS0825,2024-06-30,-6.41481,111.018631,0.47,No Disease,4,7
FARM0826,South Africa Cape,Wheat,36.62,5.81,19.36,586.52,64.36,6.58,Sprinkler,Mixed,31.86,2024-01-26,2024-07-02,158,5331.69,SENS0826,2024-04-23,-34.14278,19.816869,0.9,No Disease,1,7
FARM0827,"Marrakech-Safi, Morocco",Tomatoes,17.16,6.18,21.41,156.09,65.53,7.69,Manual,Biofertilizer,45.98,2024-04-17,2024-10-05,171,1752.55,SENS0827,2024-07-31,31.596799,-7.844894,0.61,Mild,4,10
FARM0828,"Marrakech-Safi, Morocco",Olives,39.37,5.82,29.02,237.64,41.25,6.69,Center Pivot,Mixed,15.69,2024-04-20,2024-08-10,112,2694.12,SENS0828,2024-05-30,31.075365,-9.430177,0.33,Severe,4,8
FARM0829,Kenya Highlands,Cotton,32.84,7.1,16.5,921.45,77.54,4.75,Drip,Inorganic,39.77,2024-01-08,2024-05-16,129,3937.2,SENS0829,2024-02-25,-1.221018,37.216639,0.44,No Disease,1,5
FARM0830,"Midwest, USA",Barley,10.67,7.15,9.33,633.08,66.24,8.65,No Irrigation,Inorganic,15.55,2024-02-19,2024-07-07,139,1500.0,SENS0830,2024-05-27,41.263126,-87.566842,0.51,Mild,2,7
FARM0831,South Africa Cape,Tomatoes,31.4,6.86,28.66,506.2,55.88,9.09,No Irrigation,Mixed,47.62,2024-02-18,2024-06-08,111,3911.09,SENS0831,2024-04-28,-33.057762,19.335736,0.83,No Disease,2,6
FARM0832,Central Thailand,Tomatoes,37.45,6.91,35.56,1006.17,89.51,5.87,Drip,Biofertilizer,20.3,2024-01-28,2024-06-11,135,3064.77,SENS0832,2024-04-16,14.193662,100.063232,0.35,No Disease,1,6
FARM0833,North India,Potatoes,16.5,6.25,35.04,954.84,86.43,4.37,No Irrigation,Biofertilizer,9.16,2024-04-14,2024-10-08,177,1500.0,SENS0833,2024-07-09,27.566291,78.807414,0.4,Moderate,4,10
FARM0834,"California, USA",Wheat,18.63,6.44,21.17,500.91,73.1,8.51,Manual,Organic,38.92,2024-01-26,2024-05-23,118,3767.5,SENS0834,2024-05-03,34.677125,-118.143656,0.65,No Disease,1,5
FARM0835,"Tanger-Tétouan, Morocco",Cotton,17.44,6.83,12.89,502.75,60.56,6.41,Drip,Organic,44.81,2024-04-18,2024-09-20,155,3027.77,SENS0835,2024-07-26,35.817408,-5.242952,0.84,No Disease,4,9
FARM0836,"Shandong, China",Soybean,16.46,6.18,8.69,576.24,61.5,8.99,Flood,Inorganic,10.4,2024-01-25,2024-06-19,146,1500.0,SENS0836,2024-03-08,35.598573,119.837391,0.74,Severe,1,6
FARM0837,Nigeria North,Cotton,25.18,5.83,27.4,798.04,45.83,7.28,No Irrigation,Mixed,45.61,2024-03-28,2024-06-30,94,4438.8,SENS0837,2024-06-18,10.863836,9.464098,0.51,No Disease,3,6
FARM0838,"Marrakech-Safi, Morocco",Wheat,33.0,7.3,34.42,263.32,59.98,5.96,Center Pivot,Mixed,5.49,2024-02-07,2024-07-21,165,2811.33,SENS0838,2024-05-25,31.987992,-7.63689,0.8,Moderate,2,7
FARM0839,"Nile Delta, Egypt",Cotton,9.14,5.93,26.6,29.5,69.74,8.43,Sprinkler,Organic,6.46,2024-02-26,2024-06-21,116,1500.0,SENS0839,2024-06-03,30.156682,31.442143,0.7,Mild,2,6
FARM0840,"Tanger-Tétouan, Morocco",Citrus,42.84,7.14,21.09,618.54,89.18,5.56,Manual,Mixed,48.64,2024-02-11,2024-08-09,180,2593.41,SENS0840,2024-05-16,35.103265,-5.827476,0.56,Mild,2,8
FARM0841,South India,Rice,30.06,6.73,33.07,1241.1,68.88,6.16,Drip,Mixed,42.06,2024-02-25,2024-07-16,142,2271.5,SENS0841,2024-04-11,10.402796,74.422122,0.79,Moderate,2,7
FARM0842,South Africa Cape,Barley,17.32,5.67,26.11,531.27,63.33,6.89,Sprinkler,Biofertilizer,42.84,2024-02-05,2024-06-15,131,2572.09,SENS0842,2024-05-18,-33.973771,18.72512,0.43,Mild,2,6
FARM0843,"Nile Delta, Egypt",Citrus,10.02,7.37,24.62,56.73,86.69,8.1,Center Pivot,Organic,28.92,2024-04-15,2024-07-23,99,1720.48,SENS0843,2024-07-01,31.212609,32.059059,0.32,No Disease,4,7
FARM0844,"Rabat-Salé-Kénitra, Morocco",Olives,29.68,6.93,24.5,594.23,43.42,6.51,Flood,Organic,10.24,2024-04-16,2024-08-25,131,3826.36,SENS0844,2024-05-27,33.907748,-6.838781,0.67,Moderate,4,8
FARM0845,Nigeria North,Rice,24.11,7.17,28.38,775.33,80.73,7.67,Flood,Biofertilizer,21.81,2024-03-28,2024-07-04,98,1585.97,SENS0845,2024-05-24,11.985333,7.384015,0.45,No Disease,3,7
FARM0846,"Shandong, China",Barley,12.45,6.29,21.63,763.26,49.09,4.94,Manual,Inorganic,42.23,2024-03-11,2024-07-15,126,2334.54,SENS0846,2024-06-11,35.742142,117.892208,0.33,Mild,3,7
FARM0847,"Punjab, India",Tomatoes,27.58,6.96,27.83,415.69,87.91,5.32,Center Pivot,Biofertilizer,44.88,2024-01-02,2024-04-13,102,5118.75,SENS0847,2024-03-31,29.920509,76.637991,0.86,No Disease,1,4
FARM0848,Central Thailand,Soybean,33.57,6.85,28.84,1451.44,76.57,8.95,Sprinkler,Inorganic,11.59,2024-04-01,2024-08-23,144,2184.62,SENS0848,2024-06-08,15.088536,100.759641,0.8,Severe,4,8
FARM0849,"Fès-Meknès, Morocco",Olives,18.79,7.19,20.72,574.52,64.2,7.08,Manual,Organic,18.88,2024-01-21,2024-06-05,136,2970.76,SENS0849,2024-05-13,34.344666,-4.853047,0.64,No Disease,1,6
FARM0850,"Fès-Meknès, Morocco",Cotton,43.8,6.29,12.15,593.51,76.42,6.07,Sprinkler,Biofertilizer,35.2,2024-03-24,2024-09-19,179,3615.44,SENS0850,2024-07-22,33.539269,-5.092002,0.78,Mild,3,9
FARM0851,"Marrakech-Safi, Morocco",Barley,10.9,6.71,23.32,348.07,72.98,8.13,Flood,Inorganic,10.42,2024-04-03,2024-07-18,106,1500.0,SENS0851,2024-06-28,31.600318,-7.933404,0.86,Mild,4,7
FARM0852,"Casablanca-Settat, Morocco",Tomatoes,24.6,5.82,20.22,363.94,48.55,6.51,No Irrigation,Inorganic,39.08,2024-03-27,2024-07-10,105,1500.0,SENS0852,2024-05-25,33.309579,-8.165986,0.84,Mild,3,7
FARM0853,"Provence, France",Tomatoes,31.09,5.83,8.4,664.69,51.69,4.14,Manual,Mixed,42.57,2024-01-04,2024-05-13,130,1642.54,SENS0853,2024-02-20,43.589656,4.750614,0.88,No Disease,1,5
FARM0854,Kenya Highlands,Maize,36.48,5.58,26.82,1093.74,59.64,4.17,Drip,Inorganic,31.25,2024-01-17,2024-06-27,162,5664.44,SENS0854,2024-03-14,-0.921312,37.736819,0.31,No Disease,1,6
FARM0855,"Nile Delta, Egypt",Cotton,12.68,6.59,29.71,51.81,75.47,5.63,No Irrigation,Inorganic,45.69,2024-04-20,2024-10-14,177,1916.98,SENS0855,2024-06-01,30.459649,30.100645,0.52,No Disease,4,10
FARM0856,"Fès-Meknès, Morocco",Wheat,17.85,5.95,31.14,541.69,80.87,9.58,Manual,Inorganic,9.29,2024-04-12,2024-09-03,144,1651.47,SENS0856,2024-08-02,33.550573,-4.860818,0.57,No Disease,4,9
FARM0857,"Marrakech-Safi, Morocco",Citrus,11.8,6.49,22.22,300.49,62.11,6.01,Drip,Mixed,22.76,2024-03-25,2024-09-19,178,1500.0,SENS0857,2024-07-10,32.306033,-9.33295,0.62,No Disease,3,9
FARM0858,"Midwest, USA",Barley,15.22,6.04,23.13,676.95,58.05,6.45,Sprinkler,Biofertilizer,35.59,2024-03-21,2024-06-25,96,1970.31,SENS0858,2024-05-05,41.287984,-88.556541,0.33,No Disease,3,6
FARM0859,"California, USA",Citrus,19.09,7.27,14.84,584.9,84.78,5.78,Manual,Mixed,15.35,2024-01-17,2024-04-17,91,1723.82,SENS0859,2024-03-23,35.763598,-119.362763,0.55,No Disease,1,4
FARM0860,"Bavaria, Germany",Potatoes,23.89,5.81,19.5,1094.61,76.9,6.16,Drip,Organic,35.21,2024-02-25,2024-07-24,150,2077.28,SENS0860,2024-03-27,48.844768,12.978194,0.46,Mild,2,7
FARM0861,"Rabat-Salé-Kénitra, Morocco",Wheat,37.78,6.82,29.81,595.46,68.89,9.2,Flood,Mixed,18.02,2024-01-26,2024-06-14,140,2870.09,SENS0861,2024-04-29,34.492582,-6.843798,0.58,Mild,1,6
FARM0862,"Punjab, India",Cotton,39.77,5.9,20.57,582.12,86.72,8.13,Flood,Inorganic,42.05,2024-04-03,2024-09-21,171,4091.02,SENS0862,2024-06-11,30.527976,75.282459,0.63,No Disease,4,9
FARM0863,"Casablanca-Settat, Morocco",Barley,44.72,6.09,15.68,466.97,50.52,8.59,No Irrigation,Organic,16.39,2024-02-18,2024-06-28,131,2170.23,SENS0863,2024-05-13,32.521061,-7.272429,0.82,No Disease,2,6
FARM0864,Nigeria North,Cotton,21.35,6.85,34.13,923.44,69.71,7.62,No Irrigation,Organic,35.71,2024-01-08,2024-04-18,101,2427.86,SENS0864,2024-03-16,10.377866,11.895758,0.65,Mild,1,4
FARM0865,"Casablanca-Settat, Morocco",Tomatoes,18.17,6.75,18.85,407.71,77.35,5.31,Center Pivot,Inorganic,7.7,2024-02-04,2024-05-05,91,2063.19,SENS0865,2024-03-15,32.8587,-7.347128,0.38,Moderate,2,5
FARM0866,"California, USA",Olives,26.75,7.36,28.35,404.79,56.6,6.79,Sprinkler,Mixed,5.62,2024-03-06,2024-07-21,137,2230.26,SENS0866,2024-04-20,37.822509,-122.297514,0.35,Moderate,3,7
FARM0867,"Punjab, India",Wheat,16.11,6.09,23.64,574.07,73.19,9.79,Manual,Organic,7.27,2024-03-26,2024-08-17,144,2498.19,SENS0867,2024-07-07,29.569631,75.894126,0.83,No Disease,3,8
FARM0868,"Nile Delta, Egypt",Citrus,23.59,6.18,16.73,27.19,60.33,4.86,Drip,Biofertilizer,37.16,2024-04-17,2024-08-31,136,2980.31,SENS0868,2024-06-07,30.845879,31.250696,0.48,Moderate,4,8
FARM0869,"Provence, France",Olives,33.79,7.39,27.01,670.54,54.79,4.01,Center Pivot,Organic,17.24,2024-01-19,2024-07-13,176,5112.07,SENS0869,2024-04-23,44.046749,6.75066,0.43,No Disease,1,7
FARM0870,"Casablanca-Settat, Morocco",Wheat,21.32,6.83,15.28,418.63,67.83,6.06,Manual,Biofertilizer,11.06,2024-02-02,2024-07-01,150,2043.93,SENS0870,2024-03-25,33.323825,-7.609808,0.36,Severe,2,7
FARM0871,"Murray-Darling, Australia",Wheat,35.51,7.06,11.1,320.61,45.91,4.0,Sprinkler,Biofertilizer,37.05,2024-04-08,2024-08-17,131,1500.0,SENS0871,2024-06-17,-32.32641,145.198304,0.51,Severe,4,8
FARM0872,"Rabat-Salé-Kénitra, Morocco",Wheat,29.8,6.53,27.62,591.53,44.25,7.29,Center Pivot,Organic,22.1,2024-03-04,2024-08-05,154,3275.35,SENS0872,2024-06-08,33.512897,-6.459701,0.66,No Disease,3,8
FARM0873,South India,Soybean,33.88,7.47,27.04,735.3,66.59,9.24,Manual,Mixed,49.8,2024-01-15,2024-05-20,126,4724.91,SENS0873,2024-04-12,11.922393,74.759722,0.65,No Disease,1,5
FARM0874,"Casablanca-Settat, Morocco",Barley,33.88,6.13,21.85,401.75,46.66,7.79,Center Pivot,Inorganic,10.77,2024-03-19,2024-07-25,128,4463.4,SENS0874,2024-07-02,32.925023,-8.041384,0.65,Mild,3,7
FARM0875,South India,Maize,28.73,6.74,35.97,1299.94,41.28,5.71,No Irrigation,Organic,24.94,2024-02-05,2024-05-05,90,3633.01,SENS0875,2024-03-28,15.604892,80.027777,0.67,No Disease,2,5
FARM0876,"Nile Delta, Egypt",Wheat,17.2,6.67,39.09,28.64,44.3,4.34,No Irrigation,Mixed,9.75,2024-03-01,2024-08-22,174,1810.64,SENS0876,2024-06-06,30.294369,30.313874,0.65,No Disease,3,8
FARM0877,South India,Soybean,30.05,6.88,35.12,658.21,55.39,7.68,Center Pivot,Mixed,45.41,2024-04-02,2024-07-19,108,3801.18,SENS0877,2024-05-31,11.869926,79.102193,0.79,No Disease,4,7
FARM0878,"Java, Indonesia",Tomatoes,36.13,6.9,30.41,2199.27,57.93,9.47,No Irrigation,Organic,5.94,2024-04-23,2024-09-07,137,1500.0,SENS0878,2024-07-26,-6.539557,108.91858,0.49,Mild,4,9
FARM0879,"Marrakech-Safi, Morocco",Cotton,23.86,7.01,24.63,285.13,62.71,6.47,Drip,Biofertilizer,47.06,2024-01-19,2024-06-29,162,2214.66,SENS0879,2024-03-05,32.149791,-8.095785,0.45,Mild,1,6
FARM0880,"Souss-Massa, Morocco",Olives,21.88,6.51,22.56,112.41,48.1,7.95,Center Pivot,Mixed,49.9,2024-03-26,2024-08-13,140,3760.81,SENS0880,2024-05-29,30.376815,-8.546017,0.57,No Disease,3,8
FARM0881,"Souss-Massa, Morocco",Barley,23.55,6.82,32.67,182.97,62.1,7.89,Drip,Inorganic,7.77,2024-02-25,2024-08-07,164,4436.75,SENS0881,2024-05-22,30.101056,-9.827281,0.79,No Disease,2,8
FARM0882,"California, USA",Cotton,31.06,6.66,13.79,486.45,60.07,6.03,Sprinkler,Biofertilizer,10.71,2024-01-18,2024-06-01,135,1964.37,SENS0882,2024-03-21,36.919444,-118.204453,0.54,No Disease,1,6
FARM0883,Central Thailand,Rice,36.54,7.24,24.7,1331.42,57.27,8.82,Manual,Organic,29.31,2024-02-26,2024-08-21,177,3837.06,SENS0883,2024-05-07,15.335914,99.917662,0.35,No Disease,2,8
FARM0884,"Fès-Meknès, Morocco",Tomatoes,15.3,6.37,18.82,343.04,69.78,4.48,Flood,Organic,47.28,2024-02-12,2024-07-01,140,1790.0,SENS0884,2024-04-15,34.408019,-4.905531,0.75,Mild,2,7
FARM0885,"Shandong, China",Maize,39.0,7.07,15.26,752.04,53.85,9.65,Flood,Inorganic,10.6,2024-01-13,2024-06-08,147,4500.72,SENS0885,2024-02-25,37.399535,115.561307,0.83,No Disease,1,6
FARM0886,"Shandong, China",Maize,28.07,6.66,1.29,662.17,86.8,8.03,Sprinkler,Inorganic,26.66,2024-01-01,2024-04-07,97,3990.21,SENS0886,2024-02-25,35.120037,120.054462,0.79,No Disease,1,4
FARM0887,"Provence, France",Tomatoes,19.81,5.76,10.07,725.75,61.99,7.86,Manual,Organic,22.14,2024-01-19,2024-07-02,165,1963.89,SENS0887,2024-02-26,43.033099,6.956303,0.33,No Disease,1,7
FARM0888,"Souss-Massa, Morocco",Tomatoes,11.69,7.14,19.33,188.52,81.32,7.53,Drip,Mixed,20.89,2024-04-26,2024-08-10,106,1808.3,SENS0888,2024-07-24,30.853605,-9.425177,0.78,No Disease,4,8
FARM0889,"Casablanca-Settat, Morocco",Citrus,24.49,7.42,28.33,379.57,67.06,7.63,No Irrigation,Organic,14.92,2024-04-27,2024-09-14,140,3779.09,SENS0889,2024-07-20,33.573712,-7.552812,0.68,No Disease,4,9
FARM0890,"Fès-Meknès, Morocco",Barley,28.32,5.95,25.9,529.11,73.33,4.48,No Irrigation,Inorganic,24.88,2024-02-09,2024-06-13,125,2025.45,SENS0890,2024-05-28,33.684838,-5.410619,0.4,No Disease,2,6
FARM0891,"Nile Delta, Egypt",Barley,14.51,6.47,16.28,51.82,81.96,4.87,No Irrigation,Organic,27.76,2024-04-14,2024-09-21,160,1988.99,SENS0891,2024-07-02,30.303441,30.966768,0.34,No Disease,4,9
FARM0892,"Marrakech-Safi, Morocco",Barley,43.59,5.6,35.56,261.57,44.9,4.26,Drip,Biofertilizer,13.34,2024-02-21,2024-07-29,159,2469.85,SENS0892,2024-05-06,31.860799,-8.367963,0.62,Moderate,2,7
FARM0893,"California, USA",Cotton,12.7,5.84,31.05,377.97,46.35,4.74,Manual,Biofertilizer,28.34,2024-03-19,2024-08-20,154,1569.37,SENS0893,2024-04-21,34.205133,-118.243131,0.45,No Disease,3,8
FARM0894,"Andalusia, Spain",Barley,23.37,6.61,36.67,257.02,43.84,4.03,Drip,Biofertilizer,35.17,2024-01-26,2024-05-30,125,2384.45,SENS0894,2024-05-09,38.479011,-3.762743,0.69,Mild,1,5
FARM0895,East Africa,Maize,44.13,5.7,18.34,835.37,69.97,8.37,Sprinkler,Mixed,19.19,2024-01-08,2024-06-30,174,2280.39,SENS0895,2024-02-14,-0.103559,36.15443,0.54,Mild,1,6
FARM0896,"Punjab, India",Barley,29.14,6.45,35.52,638.77,86.12,4.44,Sprinkler,Inorganic,17.63,2024-04-12,2024-08-02,112,3204.78,SENS0896,2024-06-26,29.742414,74.537095,0.51,Mild,4,8
FARM0897,"Queensland, Australia",Wheat,17.86,6.3,32.49,1064.5,60.48,9.87,Sprinkler,Inorganic,13.14,2024-03-19,2024-08-28,162,1500.0,SENS0897,2024-06-20,-20.052398,146.925364,0.78,Moderate,3,8
FARM0898,"Minas Gerais, Brazil",Maize,26.19,7.23,26.1,1666.09,74.6,4.84,Drip,Inorganic,23.71,2024-04-02,2024-07-12,101,2947.46,SENS0898,2024-05-03,-18.172824,-44.529961,0.63,Mild,4,7
FARM0899,"Midwest, USA",Wheat,23.86,5.77,0.0,937.73,47.94,9.7,Sprinkler,Mixed,44.58,2024-03-20,2024-07-13,115,2929.6,SENS0899,2024-05-30,41.078447,-87.02779,0.84,Moderate,3,7
FARM0900,"Casablanca-Settat, Morocco",Barley,24.64,6.22,26.38,345.14,69.69,7.45,Flood,Mixed,12.27,2024-02-25,2024-06-08,104,1626.1,SENS0900,2024-05-12,32.77081,-7.966841,0.58,Severe,2,6
FARM0901,South Africa Cape,Tomatoes,22.42,7.06,24.85,410.08,68.19,5.57,Manual,Mixed,36.27,2024-04-19,2024-07-30,102,3487.41,SENS0901,2024-07-20,-33.64457,18.420214,0.64,No Disease,4,7
FARM0902,"Fès-Meknès, Morocco",Cotton,19.15,6.34,23.23,339.95,69.96,7.08,Sprinkler,Mixed,17.97,2024-04-21,2024-08-29,130,3205.1,SENS0902,2024-08-04,34.235025,-4.584838,0.3,No Disease,4,8
FARM0903,"Shandong, China",Barley,42.95,5.85,0.77,733.93,63.58,4.55,Manual,Inorganic,33.16,2024-03-24,2024-09-18,178,2286.56,SENS0903,2024-04-23,35.499691,120.142258,0.63,No Disease,3,9
FARM0904,"Murray-Darling, Australia",Citrus,40.16,6.65,13.89,206.77,84.53,7.58,Drip,Inorganic,41.46,2024-04-28,2024-10-07,162,3869.53,SENS0904,2024-08-14,-33.914492,147.172597,0.56,Mild,4,10
FARM0905,"Souss-Massa, Morocco",Citrus,16.95,5.99,18.62,153.76,55.32,7.33,Manual,Organic,31.46,2024-01-16,2024-05-03,108,2722.52,SENS0905,2024-03-26,30.869562,-9.141816,0.56,No Disease,1,5
FARM0906,"Fès-Meknès, Morocco",Wheat,17.49,6.07,15.95,455.42,60.02,8.87,Manual,Inorganic,5.62,2024-03-15,2024-06-14,91,2943.89,SENS0906,2024-04-18,33.581575,-5.368318,0.69,No Disease,3,6
FARM0907,"Provence, France",Wheat,41.02,6.42,8.48,461.51,68.23,7.98,No Irrigation,Biofertilizer,35.56,2024-01-02,2024-05-20,139,2100.64,SENS0907,2024-03-24,44.197984,6.831882,0.86,Severe,1,5
FARM0908,"California, USA",Cotton,18.09,7.29,31.99,229.53,52.81,5.32,Drip,Biofertilizer,11.22,2024-03-18,2024-08-03,138,2228.82,SENS0908,2024-06-29,37.240709,-121.207505,0.82,Moderate,3,8
FARM0909,Kenya Highlands,Maize,29.19,6.32,24.13,1332.0,88.83,7.87,Drip,Mixed,47.05,2024-02-15,2024-05-24,99,5488.03,SENS0909,2024-04-01,0.187233,36.478133,0.48,No Disease,2,5
FARM0910,North India,Wheat,14.58,6.84,38.97,575.49,76.47,7.45,Sprinkler,Organic,14.31,2024-03-06,2024-07-22,138,1500.0,SENS0910,2024-04-16,30.595152,83.683179,0.6,Mild,3,7
FARM0911,"Andalusia, Spain",Citrus,24.19,6.04,31.38,292.89,49.93,8.7,No Irrigation,Inorganic,45.92,2024-04-23,2024-07-25,93,3046.87,SENS0911,2024-06-19,37.354933,-3.919126,0.52,Mild,4,7
FARM0912,"Fès-Meknès, Morocco",Wheat,23.18,6.18,16.2,586.89,43.12,6.92,No Irrigation,Mixed,9.91,2024-03-07,2024-06-29,114,2317.86,SENS0912,2024-05-14,34.396995,-4.230814,0.45,Mild,3,6
FARM0913,"Souss-Massa, Morocco",Wheat,40.0,7.03,21.05,271.74,47.33,8.14,No Irrigation,Inorganic,47.53,2024-04-19,2024-09-26,160,2993.82,SENS0913,2024-05-19,30.713239,-8.686767,0.71,No Disease,4,9
FARM0914,"Bavaria, Germany",Soybean,20.92,7.1,15.27,671.97,83.07,4.82,Drip,Inorganic,47.86,2024-04-07,2024-07-18,102,3446.75,SENS0914,2024-05-25,48.501159,12.437175,0.5,No Disease,4,7
FARM0915,South India,Soybean,39.1,5.76,37.13,1038.09,77.1,8.07,No Irrigation,Biofertilizer,16.35,2024-01-10,2024-05-29,140,1500.0,SENS0915,2024-03-13,16.014601,80.49557,0.82,Severe,1,5
FARM0916,"Marrakech-Safi, Morocco",Citrus,23.42,5.84,27.51,319.82,81.82,7.29,No Irrigation,Mixed,13.51,2024-04-06,2024-08-21,137,3409.96,SENS0916,2024-05-11,31.080452,-8.06507,0.73,No Disease,4,8
FARM0917,"Rabat-Salé-Kénitra, Morocco",Cotton,34.83,5.71,27.26,565.91,81.94,8.03,Flood,Organic,36.37,2024-03-08,2024-07-10,124,5241.26,SENS0917,2024-04-19,34.104313,-6.539102,0.52,No Disease,3,7
FARM0918,"Marrakech-Safi, Morocco",Olives,11.65,7.42,26.16,327.28,73.96,7.79,Sprinkler,Organic,17.18,2024-04-25,2024-10-07,165,3292.8,SENS0918,2024-07-30,32.088057,-9.274819,0.45,Moderate,4,10
FARM0919,"Tuscany, Italy",Citrus,10.38,6.59,16.22,655.7,88.79,6.21,No Irrigation,Mixed,21.07,2024-04-19,2024-08-17,120,1525.43,SENS0919,2024-05-23,42.947409,12.051011,0.51,No Disease,4,8
FARM0920,"Midwest, USA",Potatoes,14.84,7.47,13.7,853.88,52.5,4.44,Sprinkler,Inorganic,34.84,2024-02-04,2024-06-30,147,1500.0,SENS0920,2024-03-29,40.76266,-87.960683,0.66,Severe,2,6
FARM0921,"Marrakech-Safi, Morocco",Cotton,32.71,6.34,21.91,314.05,62.9,5.54,Sprinkler,Inorganic,38.85,2024-01-22,2024-06-15,145,2095.24,SENS0921,2024-03-25,31.633288,-7.929872,0.61,Moderate,1,6
FARM0922,"Andalusia, Spain",Tomatoes,22.08,5.61,23.32,568.28,50.21,6.51,Flood,Biofertilizer,14.88,2024-01-03,2024-05-21,139,3363.85,SENS0922,2024-03-08,37.6921,-2.517062,0.3,Mild,1,5
FARM0923,"Midwest, USA",Wheat,12.37,6.95,1.21,660.18,86.44,6.58,Sprinkler,Inorganic,10.36,2024-04-04,2024-08-25,143,1500.0,SENS0923,2024-07-17,42.375518,-89.061662,0.61,Mild,4,8
